gene,compare,medianP,meanlogFC,cvFC,DEGtype,Gene_Name,entrezgene_id,description,biotype
ENSG00000183793,D5/D6,0.000823,0.412,5.25,non-DEG,NPIPA5,100288332,nuclear pore complex interacting protein family member A5,Protein coding
ENSG00000186184,D5/D6,0.00295,0.412,10.76,non-DEG,POLR1D,51082,RNA polymerase I and III subunit D,Protein coding
ENSG00000186376,D5/D6,0.0138,-0.412,13.16,non-DEG,ZNF75D,7626,zinc finger protein 75D,Protein coding
ENSG00000187792,D5/D6,0.00259,-0.412,8.09,non-DEG,ZNF70,7621,zinc finger protein 70,Protein coding
ENSG00000197961,D5/D6,3.33e-05,0.412,2.72,non-DEG,ZNF121,7675,zinc finger protein 121,Protein coding
ENSG00000200534,D5/D6,0.0552,0.412,17.8,non-DEG,SNORA33,594839,"small nucleolar RNA, H/ACA box 33",ncRNA
ENSG00000211593,D5/D6,0.0336,-0.412,13.68,non-DEG,IGKJ5,,immunoglobulin kappa joining 5,IG gene
ENSG00000261324,D5/D6,0.00313,-0.412,16,non-DEG,AC010168.2,,"novel transcript, overlapping HIST4H4",lncRNA
ENSG00000120784,D5/D6,0.0393,0.411,65.92,non-DEG,ZFP30,22835,ZFP30 zinc finger protein,Protein coding
ENSG00000122958,D5/D6,0.0203,0.411,13.1,non-DEG,VPS26A,9559,"VPS26, retromer complex component A",Protein coding
ENSG00000136732,D5/D6,0.000285,0.411,6.01,non-DEG,GYPC,2995,glycophorin C (Gerbich blood group),Protein coding
ENSG00000142686,D5/D6,0.000349,0.411,6.21,non-DEG,C1orf216,127703,chromosome 1 open reading frame 216,Protein coding
ENSG00000146350,D5/D6,0.00142,-0.411,10.49,non-DEG,TBC1D32,221322,TBC1 domain family member 32,Protein coding
ENSG00000181218,D5/D6,0.00214,0.411,7.92,non-DEG,HIST3H2A,92815,H2A.W histone,Protein coding
ENSG00000205356,D5/D6,0.000991,-0.411,5.58,non-DEG,TECPR1,25851,tectonin beta-propeller repeat containing 1,Protein coding
ENSG00000215039,D5/D6,0.00692,-0.411,9.67,non-DEG,CD27-AS1,678655,CD27 antisense RNA 1,lncRNA
ENSG00000249572,D5/D6,0.0522,0.411,16.15,non-DEG,AC034231.1,,novel transcript,lncRNA
ENSG00000259079,D5/D6,0.0341,0.411,18.26,non-DEG,AC005476.1,,PDZ domain-containing protein 11 (PDZD11) pseudogene,Pseudogene
ENSG00000068650,D5/D6,0.000277,0.41,11.41,non-DEG,ATP11A,23250,ATPase phospholipid transporting 11A,Protein coding
ENSG00000077935,D5/D6,0.0525,-0.41,14.39,non-DEG,SMC1B,27127,structural maintenance of chromosomes 1B,Protein coding
ENSG00000080824,D5/D6,0.000423,-0.41,11.05,non-DEG,HSP90AA1,3320,heat shock protein 90 alpha family class A member 1,Protein coding
ENSG00000136560,D5/D6,0.000932,-0.41,9.27,non-DEG,TANK,10010,TRAF family member associated NFKB activator,Protein coding
ENSG00000136933,D5/D6,0.000595,0.41,6.43,non-DEG,RABEPK,10244,Rab9 effector protein with kelch motifs,Protein coding
ENSG00000160469,D5/D6,0.103,0.41,24.44,non-DEG,BRSK1,84446,BR serine/threonine kinase 1,Protein coding
ENSG00000189227,D5/D6,0.0192,0.41,14.33,non-DEG,C15orf61,145853,chromosome 15 open reading frame 61,Protein coding
ENSG00000104112,D5/D6,0.0544,0.409,27.72,non-DEG,SCG3,29106,secretogranin III,Protein coding
ENSG00000129993,D5/D6,0.00335,-0.409,11.78,non-DEG,CBFA2T3,863,CBFA2/RUNX1 partner transcriptional co-repressor 3,Protein coding
ENSG00000184897,D5/D6,0.00235,-0.409,11.84,non-DEG,H1FX,8971,H1.10 linker histone,Protein coding
ENSG00000188610,D5/D6,0.0884,-0.409,20.11,non-DEG,FAM72B,653820,family with sequence similarity 72 member B,Protein coding
ENSG00000188846,D5/D6,2.85e-05,0.409,5.56,non-DEG,RPL14,9045,ribosomal protein L14,Protein coding
ENSG00000215784,D5/D6,0.0192,-0.409,16.23,non-DEG,FAM72D,728833,family with sequence similarity 72 member D,Protein coding
ENSG00000273729,D5/D6,0.0345,-0.409,14.47,non-DEG,AC007686.3,,"novel transcript, antisense to IRF2BPL",lncRNA
ENSG00000005187,D5/D6,0.00311,-0.408,6.97,non-DEG,ACSM3,6296,acyl-CoA synthetase medium chain family member 3,Protein coding
ENSG00000104805,D5/D6,0.00012,-0.408,10.47,non-DEG,NUCB1,4924,nucleobindin 1,Protein coding
ENSG00000112977,D5/D6,5.7e-05,-0.408,6.94,non-DEG,DAP,1611,death associated protein,Protein coding
ENSG00000132819,D5/D6,0.163,0.408,32.9,non-DEG,RBM38,55544,RNA binding motif protein 38,Protein coding
ENSG00000134905,D5/D6,0.000252,0.408,5.87,non-DEG,CARS2,79587,"cysteinyl-tRNA synthetase 2, mitochondrial",Protein coding
ENSG00000148429,D5/D6,0.00033,-0.408,16.69,non-DEG,USP6NL,9712,USP6 N-terminal like,Protein coding
ENSG00000163069,D5/D6,0.00781,0.408,5.29,non-DEG,SGCB,6443,sarcoglycan beta,Protein coding
ENSG00000251791,D5/D6,0.069,0.408,23.48,non-DEG,SCARNA6,677772,small Cajal body-specific RNA 6,ncRNA
ENSG00000261490,D5/D6,0.0102,0.408,7.34,non-DEG,AC005674.2,,"novel transcript, overlapping WDR1",lncRNA
ENSG00000269983,D5/D6,0.0154,0.408,8.85,non-DEG,AC146944.4,,novel transcript,lncRNA
ENSG00000104356,D5/D6,0.00729,-0.407,7.11,non-DEG,POP1,10940,"POP1 homolog, ribonuclease P/MRP subunit",Protein coding
ENSG00000116406,D5/D6,0.0529,-0.407,17.01,non-DEG,EDEM3,80267,ER degradation enhancing alpha-mannosidase like protein 3,Protein coding
ENSG00000141965,D5/D6,0.000122,0.407,2.67,non-DEG,FEM1A,55527,fem-1 homolog A,Protein coding
ENSG00000152556,D5/D6,0.000281,0.407,5.4,non-DEG,PFKM,5213,"phosphofructokinase, muscle",Protein coding
ENSG00000164587,D5/D6,2.21e-05,0.407,4.69,non-DEG,RPS14,6208,ribosomal protein S14,Protein coding
ENSG00000169710,D5/D6,0.000278,0.407,7.86,non-DEG,FASN,2194,fatty acid synthase,Protein coding
ENSG00000177105,D5/D6,0.000324,-0.407,10.06,non-DEG,RHOG,391,ras homolog family member G,Protein coding
ENSG00000183426,D5/D6,0.00059,0.407,6.52,non-DEG,NPIPA1,9284,nuclear pore complex interacting protein family member A1,Protein coding
ENSG00000219747,D5/D6,0.138,0.407,10.7,non-DEG,AL133260.1,,60S ribosomal protein L32 (RPL32) pseudogene,Pseudogene
ENSG00000225313,D5/D6,0.0799,0.407,17.78,non-DEG,AL513327.1,,novel transcript,lncRNA
ENSG00000260342,D5/D6,0.03,0.407,10.65,non-DEG,AC138811.2,,novel protein,Protein coding
ENSG00000100060,D5/D6,0.000393,0.406,12.7,non-DEG,MFNG,4242,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase,Protein coding
ENSG00000104375,D5/D6,0.000479,-0.406,6.73,non-DEG,STK3,6788,serine/threonine kinase 3,Protein coding
ENSG00000107404,D5/D6,0.058,0.406,20.81,non-DEG,DVL1,1855,dishevelled segment polarity protein 1,Protein coding
ENSG00000124201,D5/D6,2.34e-05,-0.406,10.76,non-DEG,ZNFX1,57169,zinc finger NFX1-type containing 1,Protein coding
ENSG00000135838,D5/D6,0.00526,-0.406,6.49,non-DEG,NPL,80896,N-acetylneuraminate pyruvate lyase,Protein coding
ENSG00000172476,D5/D6,0.0151,0.406,9.59,non-DEG,RAB40A,142684,"RAB40A, member RAS oncogene family",Protein coding
ENSG00000175886,D5/D6,0.0467,0.406,10.43,non-DEG,RPL7AP66,,ribosomal protein L7a pseudogene 66,Pseudogene
ENSG00000186468,D5/D6,7.92e-05,0.406,5.73,non-DEG,RPS23,6228,ribosomal protein S23,Protein coding
ENSG00000196262,D5/D6,2.68e-05,0.406,4.57,non-DEG,PPIA,5478,peptidylprolyl isomerase A,Protein coding
ENSG00000229162,D5/D6,0.0355,0.406,17.29,non-DEG,AL445471.1,,novel transcript,lncRNA
ENSG00000244026,D5/D6,0.0331,0.406,9.89,non-DEG,FAM86DP,692099,"family with sequence similarity 86 member D, pseudogene",Pseudogene
ENSG00000001561,D5/D6,0.000324,-0.405,4.19,non-DEG,ENPP4,22875,ectonucleotide pyrophosphatase/phosphodiesterase 4,Protein coding
ENSG00000078804,D5/D6,0.00026,0.405,19.88,non-DEG,TP53INP2,58476,tumor protein p53 inducible nuclear protein 2,Protein coding
ENSG00000125657,D5/D6,0.000684,-0.405,4.64,non-DEG,TNFSF9,8744,TNF superfamily member 9,Protein coding
ENSG00000129667,D5/D6,0.00308,-0.405,8.45,non-DEG,RHBDF2,79651,rhomboid 5 homolog 2,Protein coding
ENSG00000132341,D5/D6,0.00112,0.405,9.21,non-DEG,RAN,5901,"RAN, member RAS oncogene family",Protein coding
ENSG00000137513,D5/D6,0.00578,0.405,9.66,non-DEG,NARS2,79731,"asparaginyl-tRNA synthetase 2, mitochondrial",Protein coding
ENSG00000138468,D5/D6,0.000459,-0.405,5.63,non-DEG,SENP7,57337,SUMO specific peptidase 7,Protein coding
ENSG00000140988,D5/D6,0.00206,0.405,8.01,non-DEG,RPS2,6187,ribosomal protein S2,Protein coding
ENSG00000153044,D5/D6,0.00429,0.405,8.32,non-DEG,CENPH,64946,centromere protein H,Protein coding
ENSG00000175265,D5/D6,1.47e-06,0.405,5.56,non-DEG,GOLGA8A,23015,golgin A8 family member A,Protein coding
ENSG00000230872,D5/D6,0.0353,0.405,11.26,non-DEG,MFSD13B,105371130,major facilitator superfamily domain containing 13B (pseudogene),Pseudogene
ENSG00000250479,D5/D6,0.0419,0.405,20.36,non-DEG,CHCHD10,400916,coiled-coil-helix-coiled-coil-helix domain containing 10,Protein coding
ENSG00000059573,D5/D6,1.73e-05,0.404,3.33,non-DEG,ALDH18A1,5832,aldehyde dehydrogenase 18 family member A1,Protein coding
ENSG00000084764,D5/D6,0.021,-0.404,17.51,non-DEG,MAPRE3,22924,microtubule associated protein RP/EB family member 3,Protein coding
ENSG00000100029,D5/D6,5.23e-05,0.404,11.01,non-DEG,PES1,23481,pescadillo ribosomal biogenesis factor 1,Protein coding
ENSG00000115946,D5/D6,0.000439,0.404,4.06,non-DEG,PNO1,56902,partner of NOB1 homolog,Protein coding
ENSG00000129048,D5/D6,0.124,-0.404,16.5,non-DEG,ACKR4,51554,atypical chemokine receptor 4,Protein coding
ENSG00000130590,D5/D6,0.00107,-0.404,7.68,non-DEG,SAMD10,140700,sterile alpha motif domain containing 10,Protein coding
ENSG00000137054,D5/D6,0.000105,0.404,3.34,non-DEG,POLR1E,64425,RNA polymerase I subunit E,Protein coding
ENSG00000155893,D5/D6,0.045,-0.404,11.89,non-DEG,PXYLP1,92370,2-phosphoxylose phosphatase 1,Protein coding
ENSG00000156515,D5/D6,0.00308,0.404,6.99,non-DEG,HK1,3098,hexokinase 1,Protein coding
ENSG00000158710,D5/D6,3.7e-05,-0.404,7.95,non-DEG,TAGLN2,8407,transgelin 2,Protein coding
ENSG00000168924,D5/D6,6.64e-05,0.404,4.74,non-DEG,LETM1,3954,leucine zipper and EF-hand containing transmembrane protein 1,Protein coding
ENSG00000198886,D5/D6,0.000541,0.404,11.64,non-DEG,MT-ND4,4538,mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4,Protein coding
ENSG00000213742,D5/D6,0.0532,0.404,17.82,non-DEG,ZNF337-AS1,102724826,ZNF337 antisense RNA 1,lncRNA
ENSG00000215717,D5/D6,9.88e-05,-0.404,2.92,non-DEG,TMEM167B,56900,transmembrane protein 167B,Protein coding
ENSG00000257178,D5/D6,0.08,-0.404,18.16,non-DEG,AC103702.1,,"novel transcript, sense intronic to HOXB3",lncRNA
ENSG00000258429,D5/D6,0.0274,0.404,24.44,non-DEG,PDF,64146,"peptide deformylase, mitochondrial",Protein coding
ENSG00000141698,D5/D6,0.0115,0.403,7.14,non-DEG,NT5C3B,115024,"5'-nucleotidase, cytosolic IIIB",Protein coding
ENSG00000144802,D5/D6,0.00205,-0.403,6.48,non-DEG,NFKBIZ,64332,NFKB inhibitor zeta,Protein coding
ENSG00000179029,D5/D6,0.014,-0.403,13.77,non-DEG,TMEM107,84314,transmembrane protein 107,Protein coding
ENSG00000204991,D5/D6,0.0603,0.403,16.23,non-DEG,SPIRE2,84501,spire type actin nucleation factor 2,Protein coding
ENSG00000234745,D5/D6,3.28e-05,-0.403,5.54,non-DEG,HLA-B,3106,"major histocompatibility complex, class I, B",Protein coding
ENSG00000246366,D5/D6,0.0706,-0.403,17.8,non-DEG,LACTB2-AS1,286190,LACTB2 antisense RNA 1,lncRNA
ENSG00000278979,D5/D6,0.0368,-0.403,32.03,non-DEG,AC007598.3,,TEC,TEC
ENSG00000279530,D5/D6,0.0446,-0.403,21.33,non-DEG,AC092881.1,,TEC,TEC
ENSG00000063046,D5/D6,1.34e-06,0.402,3.46,non-DEG,EIF4B,1975,eukaryotic translation initiation factor 4B,Protein coding
ENSG00000122435,D5/D6,0.000307,0.402,4.82,non-DEG,TRMT13,54482,tRNA methyltransferase 13 homolog,Protein coding
ENSG00000131401,D5/D6,0.000187,-0.402,5.74,non-DEG,NAPSB,256236,"napsin B aspartic peptidase, pseudogene",Pseudogene
ENSG00000145911,D5/D6,0.00308,0.402,5.39,non-DEG,N4BP3,23138,NEDD4 binding protein 3,Protein coding
ENSG00000167114,D5/D6,0.00091,0.402,4.95,non-DEG,SLC27A4,10999,solute carrier family 27 member 4,Protein coding
ENSG00000170629,D5/D6,0.00635,-0.402,11.12,non-DEG,DPY19L2P2,349152,DPY19L2 pseudogene 2,Pseudogene
ENSG00000184524,D5/D6,0.0559,-0.402,9.82,non-DEG,CEND1,51286,cell cycle exit and neuronal differentiation 1,Protein coding
ENSG00000261474,D5/D6,0.0358,0.402,21.09,non-DEG,AC026471.4,,novel transcript,lncRNA
ENSG00000263787,D5/D6,0.0479,0.402,27.75,non-DEG,SKAP1-AS1,,SKAP1 antisense RNA 1,lncRNA
ENSG00000070010,D5/D6,0.000189,-0.401,3.25,non-DEG,UFD1,7353,ubiquitin recognition factor in ER associated degradation 1,Protein coding
ENSG00000100580,D5/D6,4.72e-05,0.401,3.41,non-DEG,TMED8,283578,transmembrane p24 trafficking protein family member 8,Protein coding
ENSG00000137970,D5/D6,0.00513,0.401,8.25,non-DEG,RPL7P9,,ribosomal protein L7 pseudogene 9,Pseudogene
ENSG00000163931,D5/D6,6.74e-05,0.401,8.1,non-DEG,TKT,7086,transketolase,Protein coding
ENSG00000175606,D5/D6,0.000518,0.401,7,non-DEG,TMEM70,54968,transmembrane protein 70,Protein coding
ENSG00000182158,D5/D6,0.0417,-0.401,51.2,non-DEG,CREB3L2,64764,cAMP responsive element binding protein 3 like 2,Protein coding
ENSG00000189171,D5/D6,0.0833,0.401,18.5,non-DEG,S100A13,6284,S100 calcium binding protein A13,Protein coding
ENSG00000204394,D5/D6,6.26e-05,0.401,4.54,non-DEG,VARS,7407,valyl-tRNA synthetase 1,Protein coding
ENSG00000213654,D5/D6,0.0417,-0.401,17.97,non-DEG,GPSM3,63940,G protein signaling modulator 3,Protein coding
ENSG00000228343,D5/D6,0.0273,0.401,11.17,non-DEG,AC115618.2,,novel transcript,lncRNA
ENSG00000238741,D5/D6,0.0418,0.401,10.53,non-DEG,SCARNA7,677767,small Cajal body-specific RNA 7,ncRNA
ENSG00000262319,D5/D6,0.00866,-0.401,10.09,non-DEG,AC007952.6,,"novel transcript, antisense to GRAPL",lncRNA
ENSG00000106804,D5/D6,0.00725,0.4,5.77,non-DEG,C5,727,complement C5,Protein coding
ENSG00000124549,D5/D6,0.0263,-0.4,19.83,non-DEG,BTN2A3P,54718,"butyrophilin subfamily 2 member A3, pseudogene",Pseudogene
ENSG00000126107,D5/D6,0.000434,-0.4,4.02,non-DEG,HECTD3,79654,HECT domain E3 ubiquitin protein ligase 3,Protein coding
ENSG00000130038,D5/D6,0.000609,0.4,7.92,non-DEG,CRACR2A,84766,calcium release activated channel regulator 2A,Protein coding
ENSG00000161791,D5/D6,6.42e-06,-0.4,3.7,non-DEG,FMNL3,91010,formin like 3,Protein coding
ENSG00000176125,D5/D6,0.0382,0.4,28.25,non-DEG,UFSP1,402682,UFM1 specific peptidase 1 (inactive),Protein coding
ENSG00000183474,D5/D6,0.000281,0.4,3.83,non-DEG,GTF2H2C,728340,GTF2H2 family member C,Protein coding
ENSG00000196591,D5/D6,0.000226,0.4,5.81,non-DEG,HDAC2,3066,histone deacetylase 2,Protein coding
ENSG00000213741,D5/D6,0.00769,0.4,11.05,non-DEG,RPS29,6235,ribosomal protein S29,Protein coding
ENSG00000257151,D5/D6,0.00293,0.4,8.49,non-DEG,PWAR6,,,
ENSG00000279092,D5/D6,0.0227,0.4,16.1,non-DEG,AC025678.3,,TEC,TEC
ENSG00000281010,D5/D6,0.133,0.4,15.48,non-DEG,RF00345,,,ncRNA
ENSG00000075643,D5/D6,0.0223,-0.399,20.33,non-DEG,MOCOS,55034,molybdenum cofactor sulfurase,Protein coding
ENSG00000087586,D5/D6,0.0218,-0.399,14.36,non-DEG,AURKA,6790,aurora kinase A,Protein coding
ENSG00000107130,D5/D6,0.151,0.399,20.96,non-DEG,NCS1,23413,neuronal calcium sensor 1,Protein coding
ENSG00000107669,D5/D6,0.000393,0.399,5.85,non-DEG,ATE1,11101,arginyltransferase 1,Protein coding
ENSG00000115268,D5/D6,0.00233,0.399,10.95,non-DEG,RPS15,6209,ribosomal protein S15,Protein coding
ENSG00000129197,D5/D6,8.8e-05,0.399,1.97,non-DEG,RPAIN,84268,RPA interacting protein,Protein coding
ENSG00000132199,D5/D6,1.49e-05,0.399,4.33,non-DEG,ENOSF1,55556,enolase superfamily member 1,Protein coding
ENSG00000135334,D5/D6,6.48e-05,0.399,4.33,non-DEG,AKIRIN2,55122,akirin 2,Protein coding
ENSG00000164933,D5/D6,0.000253,0.399,8.8,non-DEG,SLC25A32,81034,solute carrier family 25 member 32,Protein coding
ENSG00000185495,D5/D6,0.00436,0.399,13.69,non-DEG,AC138393.1,,septin 7 (SEPT7) pseudogene,Pseudogene
ENSG00000197362,D5/D6,0.000475,0.399,10.82,non-DEG,ZNF786,136051,zinc finger protein 786,Protein coding
ENSG00000198918,D5/D6,0.000798,0.399,8.03,non-DEG,RPL39,6170,ribosomal protein L39,Protein coding
ENSG00000100365,D5/D6,0.000936,-0.398,6.66,non-DEG,NCF4,4689,neutrophil cytosolic factor 4,Protein coding
ENSG00000104231,D5/D6,0.00182,0.398,5.06,non-DEG,ZFAND1,79752,zinc finger AN1-type containing 1,Protein coding
ENSG00000116096,D5/D6,0.0251,0.398,16.57,non-DEG,SPR,6697,sepiapterin reductase,Protein coding
ENSG00000163818,D5/D6,0.0154,0.398,6.61,non-DEG,LZTFL1,54585,leucine zipper transcription factor like 1,Protein coding
ENSG00000165813,D5/D6,0.000693,-0.398,8.56,non-DEG,CCDC186,55088,coiled-coil domain containing 186,Protein coding
ENSG00000166037,D5/D6,0.0238,0.398,12.83,non-DEG,CEP57,9702,centrosomal protein 57,Protein coding
ENSG00000214300,D5/D6,0.0179,0.398,42.68,non-DEG,SPDYE3,441272,speedy/RINGO cell cycle regulator family member E3,Protein coding
ENSG00000227124,D5/D6,0.000289,0.398,6.35,non-DEG,ZNF717,100131827,zinc finger protein 717,Protein coding
ENSG00000267519,D5/D6,0.00612,0.398,15.67,non-DEG,AC020916.1,,novel transcript,lncRNA
ENSG00000269973,D5/D6,0.0338,0.398,10.11,non-DEG,AC010969.2,,novel transcript,lncRNA
ENSG00000274911,D5/D6,0.0808,0.398,8.11,non-DEG,AL627230.2,,,
ENSG00000065978,D5/D6,5.97e-05,0.397,8.58,non-DEG,YBX1,4904,Y-box binding protein 1,Protein coding
ENSG00000112561,D5/D6,0.000369,-0.397,8.33,non-DEG,TFEB,7942,transcription factor EB,Protein coding
ENSG00000116679,D5/D6,0.000448,-0.397,5.56,non-DEG,IVNS1ABP,10625,influenza virus NS1A binding protein,Protein coding
ENSG00000130255,D5/D6,0.000584,0.397,6.85,non-DEG,RPL36,25873,ribosomal protein L36,Protein coding
ENSG00000148296,D5/D6,0.000264,0.397,4.24,non-DEG,SURF6,6838,surfeit 6,Protein coding
ENSG00000167721,D5/D6,1.96e-05,0.397,3.07,non-DEG,TSR1,55720,TSR1 ribosome maturation factor,Protein coding
ENSG00000167775,D5/D6,0.00302,0.397,8.89,non-DEG,CD320,51293,CD320 molecule,Protein coding
ENSG00000183891,D5/D6,0.00154,-0.397,6.75,non-DEG,TTC32,130502,tetratricopeptide repeat domain 32,Protein coding
ENSG00000196923,D5/D6,0.00309,0.397,6.78,non-DEG,PDLIM7,9260,PDZ and LIM domain 7,Protein coding
ENSG00000197818,D5/D6,0.000127,-0.397,4.87,non-DEG,SLC9A8,23315,solute carrier family 9 member A8,Protein coding
ENSG00000214940,D5/D6,0.00221,0.397,5.37,non-DEG,NPIPA8,101059953,nuclear pore complex interacting protein family member A8,Protein coding
ENSG00000230943,D5/D6,0.0248,0.397,9.74,non-DEG,LINC02541,101927686,long intergenic non-protein coding RNA 2541,lncRNA
ENSG00000232815,D5/D6,0.00266,0.397,8.95,non-DEG,DUX4L50,,double homeobox 4 like 50 (pseudogene),Pseudogene
ENSG00000240087,D5/D6,0.0284,0.397,12.53,non-DEG,RPSAP12,,ribosomal protein SA pseudogene 12,Pseudogene
ENSG00000251432,D5/D6,0.0249,0.397,8.57,non-DEG,AC108062.1,100507487,long intergenic non-protein coding RNA 2615,lncRNA
ENSG00000258315,D5/D6,0.0184,-0.397,9.17,non-DEG,C17orf49,124944,chromosome 17 open reading frame 49,Protein coding
ENSG00000258701,D5/D6,0.0246,0.397,10.01,non-DEG,LINC00638,196872,long intergenic non-protein coding RNA 638,lncRNA
ENSG00000266402,D5/D6,0.0919,0.397,21.02,non-DEG,SNHG25,,small nucleolar RNA host gene 25,lncRNA
ENSG00000273243,D5/D6,0.0823,0.397,12.73,non-DEG,Z82243.1,,novel transcript,lncRNA
ENSG00000105821,D5/D6,0.000191,0.396,4.27,non-DEG,DNAJC2,27000,DnaJ heat shock protein family (Hsp40) member C2,Protein coding
ENSG00000127824,D5/D6,0.0149,-0.396,17.91,non-DEG,TUBA4A,7277,tubulin alpha 4a,Protein coding
ENSG00000141582,D5/D6,0.00037,0.396,6.25,non-DEG,CBX4,8535,chromobox 4,Protein coding
ENSG00000155858,D5/D6,0.00241,0.396,5.99,non-DEG,LSM11,134353,"LSM11, U7 small nuclear RNA associated",Protein coding
ENSG00000168610,D5/D6,2.57e-06,-0.396,2.67,non-DEG,STAT3,6774,signal transducer and activator of transcription 3,Protein coding
ENSG00000198502,D5/D6,2.65e-05,-0.396,5.57,non-DEG,HLA-DRB5,3127,"major histocompatibility complex, class II, DR beta 5",Protein coding
ENSG00000228043,D5/D6,0.0383,0.396,16.1,non-DEG,AC114763.1,,novel transcript,lncRNA
ENSG00000230202,D5/D6,0.00797,0.396,11.39,non-DEG,AL450405.1,,ribosomal protein L29 (RPL29) pseudogene,Pseudogene
ENSG00000230894,D5/D6,0.0415,-0.396,23.07,non-DEG,AL133284.1,,novel transcript,lncRNA
ENSG00000044574,D5/D6,1.89e-06,-0.395,2.88,non-DEG,HSPA5,3309,heat shock protein family A (Hsp70) member 5,Protein coding
ENSG00000081760,D5/D6,0.0109,-0.395,11.47,non-DEG,AACS,65985,acetoacetyl-CoA synthetase,Protein coding
ENSG00000113328,D5/D6,0.000113,-0.395,10.99,non-DEG,CCNG1,900,cyclin G1,Protein coding
ENSG00000136193,D5/D6,1.05e-05,0.395,2.56,non-DEG,SCRN1,9805,secernin 1,Protein coding
ENSG00000148187,D5/D6,0.000133,0.395,10.43,non-DEG,MRRF,92399,mitochondrial ribosome recycling factor,Protein coding
ENSG00000170291,D5/D6,0.00682,0.395,7.13,non-DEG,ELP5,23587,elongator acetyltransferase complex subunit 5,Protein coding
ENSG00000171863,D5/D6,2.02e-05,0.395,3.95,non-DEG,RPS7,6201,ribosomal protein S7,Protein coding
ENSG00000181610,D5/D6,0.000182,0.395,5.15,non-DEG,MRPS23,51649,mitochondrial ribosomal protein S23,Protein coding
ENSG00000186834,D5/D6,0.000223,-0.395,4.76,non-DEG,HEXIM1,10614,HEXIM P-TEFb complex subunit 1,Protein coding
ENSG00000189283,D5/D6,0.00989,0.395,10.03,non-DEG,FHIT,2272,fragile histidine triad diadenosine triphosphatase,Protein coding
ENSG00000198298,D5/D6,0.12,0.395,23.2,non-DEG,ZNF485,220992,zinc finger protein 485,Protein coding
ENSG00000273391,D5/D6,0.138,0.395,25.13,non-DEG,AC083880.1,,"novel transcript, antisense to LUC7L2",lncRNA
ENSG00000273748,D5/D6,0.0529,0.395,16.55,non-DEG,AL592183.1,,,Protein coding
ENSG00000280128,D5/D6,0.00726,0.395,10,non-DEG,AL662795.2,,TEC,TEC
ENSG00000103047,D5/D6,0.00245,0.394,3.92,non-DEG,TANGO6,79613,transport and golgi organization 6 homolog,Protein coding
ENSG00000103995,D5/D6,0.00145,-0.394,5.13,non-DEG,CEP152,22995,centrosomal protein 152,Protein coding
ENSG00000109475,D5/D6,9.29e-05,0.394,5.83,non-DEG,RPL34,6164,ribosomal protein L34,Protein coding
ENSG00000119699,D5/D6,0.0328,0.394,10.42,non-DEG,TGFB3,7043,transforming growth factor beta 3,Protein coding
ENSG00000130021,D5/D6,0.0816,-0.394,12.76,non-DEG,PUDP,8226,pseudouridine 5'-phosphatase,Protein coding
ENSG00000135387,D5/D6,6.71e-06,0.394,2.55,non-DEG,CAPRIN1,4076,cell cycle associated protein 1,Protein coding
ENSG00000139842,D5/D6,0.000129,0.394,6.8,non-DEG,CUL4A,8451,cullin 4A,Protein coding
